"","RouteIdentifier","survey_year","CollectorNumber","nstop","latitude","longitude","StateProvince","bcr"
"422","NB037",2001,1051818,10,46.82272,-66.113564,"NB",14
"423","NB037",2002,1051818,10,46.82272,-66.113564,"NB",14
"424","NB039",2001,1074805,10,47.392651,-66.396172,"NB",14
"425","NB047",2010,1030349,10,47.132881,-65.583382,"NB",14
"426","NB028",2001,1075308,10,45.17017,-66.920609,"NB",14
"427","NB039",2003,1077258,10,47.392651,-66.396172,"NB",14
"428","NB038",2011,1030372,10,47.00177,-66.272743,"NB",14
"429","NB029",2014,1045459,10,44.795071,-66.784279,"NB",14
"430","NB033",2001,1074782,10,45.94017,-66.153267,"NB",14
"431","NB048",2010,1030092,5,46.678879,-65.726898,"NB",14
"432","NB040",2003,1074803,10,47.58033,-65.95089,"NB",14
"433","NB048",2005,1030092,9,46.678879,-65.726898,"NB",14
"434","NB048",2003,1030092,10,46.678879,-65.726898,"NB",14
"435","NB041",2002,1030056,10,47.581829,-65.983437,"NB",14
"436","NB030",2008,1075212,10,45.502789,-66.049187,"NB",14
"437","NB041",2010,1030056,10,47.581829,-65.983437,"NB",14
"438","NB039",2002,1074841,10,47.392651,-66.396172,"NB",14
"439","NB049",2010,1051839,10,46.811917,-65.583944,"NB",14
"440","NB049",2008,1051839,10,46.811917,-65.583944,"NB",14
"441","NB034",2002,1074788,10,46.36592,-66.33281,"NB",14
"442","NB039",2004,1077258,10,47.392651,-66.396172,"NB",14
"443","NB031",2001,1030067,10,45.433811,-66.235718,"NB",14
"444","NB035",2010,1077266,10,46.480499,-66.05899,"NB",14
"445","NB041",2005,1030056,10,47.581829,-65.983437,"NB",14
"446","NB050",2005,1077275,10,46.49515,-65.79811,"NB",14
"447","NB050",2004,1077275,10,46.49515,-65.79811,"NB",14
"448","NB042",2002,1077271,10,47.930561,-66.790131,"NB",14
"449","NB041",2008,1030056,10,47.581829,-65.983437,"NB",14
"450","NB050",2003,1077275,10,46.49515,-65.79811,"NB",14
"451","NB035",2001,1077266,9,46.480499,-66.05899,"NB",14
"452","NB028",2007,1051827,8,45.17017,-66.920609,"NB",14
"453","NB042",2004,1077271,10,47.930561,-66.790131,"NB",14
"454","NB035",2003,1077266,9,46.480499,-66.05899,"NB",14
"455","NB043",2011,1051811,9,47.945751,-66.409889,"NB",14
"456","NB051",2004,1030642,10,46.05829,-65.52256,"NB",14
"457","NB035",2008,1077266,10,46.480499,-66.05899,"NB",14
"458","NB036",2002,1051832,10,46.868752,-66.026222,"NB",14
"459","NB043",2015,1051811,9,47.945751,-66.409889,"NB",14
"460","NB028",2013,1051827,10,45.17017,-66.920609,"NB",14
"461","NB032",2003,1077269,10,45.733528,-66.174469,"NB",14
"462","NB051",2013,1051842,10,46.05829,-65.52256,"NB",14
"463","NB043",2008,1051811,9,47.945751,-66.409889,"NB",14
"464","NB032",2004,1077269,10,45.733528,-66.174469,"NB",14
"465","NB028",2016,1051827,9,45.17017,-66.920609,"NB",14
"466","NB036",2007,1051832,10,46.868752,-66.026222,"NB",14
"467","NB052",2001,1030084,9,45.643917,-65.220749,"NB",14
"468","NB043",2005,1077268,8,47.945751,-66.409889,"NB",14
"469","NB029",2016,1074875,10,44.795071,-66.784279,"NB",14
"470","NB036",2015,1051832,10,46.868752,-66.026222,"NB",14
"471","NB041",2015,1030056,10,47.581829,-65.983437,"NB",14
"472","NB032",2012,1077269,10,45.733528,-66.174469,"NB",14
"473","NB043",2001,1077268,9,47.945751,-66.409889,"NB",14
"474","NB036",2001,1051832,10,46.868752,-66.026222,"NB",14
"475","NB044",2003,1074801,10,47.60894,-65.60253,"NB",14
"476","NB042",2008,1077271,10,47.930561,-66.790131,"NB",14
"477","NB042",2012,1077271,10,47.930561,-66.790131,"NB",14
"478","NB029",2006,1077305,10,44.795071,-66.784279,"NB",14
"479","NB044",2005,1077303,10,47.60894,-65.60253,"NB",14
"480","NB029",2004,1077305,10,44.795071,-66.784279,"NB",14
"481","NB044",2007,1077303,10,47.60894,-65.60253,"NB",14
"482","NB033",2004,1074911,10,45.94017,-66.153267,"NB",14
"483","NB030",2015,1051830,10,45.502789,-66.049187,"NB",14
"484","NB038",2012,1030372,10,47.00177,-66.272743,"NB",14
"485","NB046",2006,1030405,10,47.003391,-65.729599,"NB",14
"486","NB030",2003,1077260,10,45.502789,-66.049187,"NB",14
"487","NB030",2005,1077260,10,45.502789,-66.049187,"NB",14
"488","NB034",2001,1074788,9,46.36592,-66.33281,"NB",14
"489","NB039",2014,1032147,10,47.392651,-66.396172,"NB",14
"490","NB035",2014,1077266,10,46.480499,-66.05899,"NB",14
"491","NB031",2015,1051830,10,45.433811,-66.235718,"NB",14
"492","NB045",2013,1051811,10,47.516628,-65.723572,"NB",14
"493","NB035",2002,1077266,10,46.480499,-66.05899,"NB",14
"494","NB045",2011,1051811,10,47.516628,-65.723572,"NB",14
"495","NB035",2011,1077266,10,46.480499,-66.05899,"NB",14
"496","NB045",2001,1077267,10,47.516628,-65.723572,"NB",14
"497","NB053",2004,1030085,10,45.627781,-65.745689,"NB",14
"498","NB046",2016,1030405,10,47.003391,-65.729599,"NB",14
"499","NB039",2009,1032147,10,47.392651,-66.396172,"NB",14
"500","NB053",2003,1030085,10,45.627781,-65.745689,"NB",14
"501","NB036",2008,1051832,10,46.868752,-66.026222,"NB",14
"502","NB032",2005,1077269,10,45.733528,-66.174469,"NB",14
"503","NB036",2005,1051832,10,46.868752,-66.026222,"NB",14
"504","NB054",2012,1030073,10,45.635021,-65.799431,"NB",14
"505","NB046",2014,1030405,10,47.003391,-65.729599,"NB",14
"506","NB036",2009,1051832,10,46.868752,-66.026222,"NB",14
"507","NB046",2005,1030405,10,47.003391,-65.729599,"NB",14
"508","NB041",2012,1030056,10,47.581829,-65.983437,"NB",14
"509","NB054",2005,1075212,10,45.635021,-65.799431,"NB",14
"510","NB049",2002,1074809,10,46.811917,-65.583944,"NB",14
"511","NB047",2008,1030070,10,47.132881,-65.583382,"NB",14
"512","NB050",2001,1077275,10,46.49515,-65.79811,"NB",14
"513","NB050",2002,1077275,10,46.49515,-65.79811,"NB",14
"514","NB041",2016,1030056,10,47.581829,-65.983437,"NB",14
"515","NB050",2007,1077275,10,46.49515,-65.79811,"NB",14
"516","NB056",2012,1077272,10,45.268333,-65.73333,"NB",14
"517","NB056",2005,1077272,10,45.268333,-65.73333,"NB",14
"518","NB041",2013,1030056,10,47.581829,-65.983437,"NB",14
"519","NB038",2016,1030372,10,47.00177,-66.272743,"NB",14
"520","NB050",2010,1077275,8,46.49515,-65.79811,"NB",14
"521","NB038",2015,1030372,10,47.00177,-66.272743,"NB",14
"522","NB047",2003,1077265,10,47.132881,-65.583382,"NB",14
"523","NB047",2006,1077265,10,47.132881,-65.583382,"NB",14
"524","NB038",2010,1030372,9,47.00177,-66.272743,"NB",14
"525","NB038",2013,1030372,10,47.00177,-66.272743,"NB",14
"526","NB056",2007,1077272,10,45.268333,-65.73333,"NB",14
"527","NB038",2003,1074810,10,47.00177,-66.272743,"NB",14
"528","NB034",2003,1074788,10,46.36592,-66.33281,"NB",14
"529","NB057",2004,1030089,10,45.534111,-65.517372,"NB",14
"530","NB052",2010,1030084,10,45.643917,-65.220749,"NB",14
"531","NB035",2009,1077266,10,46.480499,-66.05899,"NB",14
"532","NB043",2016,1051811,9,47.945751,-66.409889,"NB",14
"533","NB039",2015,1032147,10,47.392651,-66.396172,"NB",14
"534","NB043",2004,1077268,9,47.945751,-66.409889,"NB",14
"535","NB053",2008,1030085,10,45.627781,-65.745689,"NB",14
"536","NB039",2006,1077258,10,47.392651,-66.396172,"NB",14
"537","NB043",2007,1077268,9,47.945751,-66.409889,"NB",14
"538","NB035",2012,1077266,10,46.480499,-66.05899,"NB",14
"539","NB040",2002,1030056,10,47.58033,-65.95089,"NB",14
"540","NB057",2009,1030089,10,45.534111,-65.517372,"NB",14
"541","NB043",2002,1077268,9,47.945751,-66.409889,"NB",14
"542","NB053",2006,1030085,10,45.627781,-65.745689,"NB",14
"543","NB058",2011,1030072,10,45.919319,-64.881371,"NB",14
"544","NB044",2004,1074801,10,47.60894,-65.60253,"NB",14
"545","NB036",2006,1051832,10,46.868752,-66.026222,"NB",14
"546","NB058",2005,1030072,8,45.919319,-64.881371,"NB",14
"547","NB053",2011,1030085,10,45.627781,-65.745689,"NB",14
"548","NB041",2011,1030056,10,47.581829,-65.983437,"NB",14
"549","NB048",2006,1030092,10,46.678879,-65.726898,"NB",14
"550","NB059",2001,1074813,10,45.962311,-64.959999,"NB",14
"551","NB059",2004,1075448,10,45.962311,-64.959999,"NB",14
"552","NB059",2007,1075448,10,45.962311,-64.959999,"NB",14
"553","NB054",2007,1030073,10,45.635021,-65.799431,"NB",14
"554","NB054",2014,1030073,10,45.635021,-65.799431,"NB",14
"555","NB041",2014,1030056,10,47.581829,-65.983437,"NB",14
"556","NB041",2007,1030056,9,47.581829,-65.983437,"NB",14
"557","NB036",2013,1051832,10,46.868752,-66.026222,"NB",14
"558","NB045",2008,1051811,10,47.516628,-65.723572,"NB",14
"559","NB037",2009,1051818,10,46.82272,-66.113564,"NB",14
"560","NB054",2002,1075212,10,45.635021,-65.799431,"NB",14
"561","NB060",2005,1030404,8,46.246399,-64.928947,"NB",14
"562","NB037",2003,1051818,10,46.82272,-66.113564,"NB",14
"563","NB054",2003,1075212,10,45.635021,-65.799431,"NB",14
"564","NB037",2010,1051818,10,46.82272,-66.113564,"NB",14
"565","NB042",2016,1077271,10,47.930561,-66.790131,"NB",14
"566","NB061",2002,1030081,9,46.124191,-64.967979,"NB",14
"567","NB042",2001,1077271,10,47.930561,-66.790131,"NB",14
"568","NB055",2003,1051849,8,45.621666,-65.327972,"NB",14
"569","NB055",2001,1051849,10,45.621666,-65.327972,"NB",14
"570","NB038",2004,1074844,10,47.00177,-66.272743,"NB",14
"571","NB039",2008,1032147,10,47.392651,-66.396172,"NB",14
"572","NB039",2010,1032147,10,47.392651,-66.396172,"NB",14
"573","NB039",2011,1032147,10,47.392651,-66.396172,"NB",14
"574","NB049",2001,1074809,10,46.811917,-65.583944,"NB",14
"575","NB039",2013,1032147,10,47.392651,-66.396172,"NB",14
"576","NB039",2016,1032147,10,47.392651,-66.396172,"NB",14
"577","NB056",2010,1077272,10,45.268333,-65.73333,"NB",14
"578","NB061",2013,1030081,10,46.124191,-64.967979,"NB",14
"579","NB056",2006,1077272,10,45.268333,-65.73333,"NB",14
"580","NB041",2004,1030056,10,47.581829,-65.983437,"NB",14
"581","NB057",2016,1030089,10,45.534111,-65.517372,"NB",14
"582","NB057",2014,1030089,10,45.534111,-65.517372,"NB",14
"583","NB046",2010,1030405,10,47.003391,-65.729599,"NB",14
"584","NB051",2012,1051842,10,46.05829,-65.52256,"NB",14
"585","NB044",2006,1077303,10,47.60894,-65.60253,"NB",14
"586","NB058",2012,1030072,8,45.919319,-64.881371,"NB",14
"587","NB058",2008,1030072,10,45.919319,-64.881371,"NB",14
"588","NB062",2010,1030030,9,46.18676,-64.690002,"NB",14
"589","NB058",2006,1030072,10,45.919319,-64.881371,"NB",14
"590","NB046",2002,1074791,10,47.003391,-65.729599,"NB",14
"591","NB046",2004,1074791,10,47.003391,-65.729599,"NB",14
"592","NB059",2014,1030072,10,45.962311,-64.959999,"NB",14
"593","NB041",2006,1030056,10,47.581829,-65.983437,"NB",14
"594","NB047",2009,1030349,10,47.132881,-65.583382,"NB",14
"595","NB063",2010,1043244,10,46.535622,-64.734291,"NB",14
"596","NB041",2001,1074812,10,47.581829,-65.983437,"NB",14
"597","NB052",2008,1030084,10,45.643917,-65.220749,"NB",14
"598","NB047",2013,1030349,10,47.132881,-65.583382,"NB",14
"599","NB059",2010,1030137,10,45.962311,-64.959999,"NB",14
"600","NB045",2009,1051811,10,47.516628,-65.723572,"NB",14
"601","NB047",2005,1077265,10,47.132881,-65.583382,"NB",14
"602","NB045",2007,1051811,10,47.516628,-65.723572,"NB",14
"603","NB045",2002,1077267,10,47.516628,-65.723572,"NB",14
"604","NB047",2002,1077265,10,47.132881,-65.583382,"NB",14
"605","NB042",2003,1077271,10,47.930561,-66.790131,"NB",14
"606","NB064",2012,1030092,10,46.53506,-65.12664,"NB",14
"607","NB046",2015,1030405,10,47.003391,-65.729599,"NB",14
"608","NB048",2004,1030092,10,46.678879,-65.726898,"NB",14
"609","NB043",2009,1051811,9,47.945751,-66.409889,"NB",14
"610","NB052",2016,1030084,10,45.643917,-65.220749,"NB",14
"611","NB046",2008,1030405,10,47.003391,-65.729599,"NB",14
"612","NB050",2006,1077275,10,46.49515,-65.79811,"NB",14
"613","NB051",2003,1030642,9,46.05829,-65.52256,"NB",14
"614","NB052",2011,1030084,10,45.643917,-65.220749,"NB",14
"615","NB052",2013,1030084,10,45.643917,-65.220749,"NB",14
"616","NB043",2012,1051811,9,47.945751,-66.409889,"NB",14
"617","NB053",2002,1030085,10,45.627781,-65.745689,"NB",14
"618","NB053",2005,1030085,10,45.627781,-65.745689,"NB",14
"619","NB053",2015,1030085,9,45.627781,-65.745689,"NB",14
"620","NB052",2009,1030084,10,45.643917,-65.220749,"NB",14
"621","NB052",2002,1030084,10,45.643917,-65.220749,"NB",14
"622","NB055",2002,1051849,10,45.621666,-65.327972,"NB",14
"623","NB046",2011,1030405,10,47.003391,-65.729599,"NB",14
"624","NB061",2009,1030081,8,46.124191,-64.967979,"NB",14
"625","NB061",2011,1030081,10,46.124191,-64.967979,"NB",14
"626","NB067",2001,1074811,10,47.56281,-65.01362,"NB",14
"627","NB053",2012,1030085,10,45.627781,-65.745689,"NB",14
"628","NB053",2014,1030085,10,45.627781,-65.745689,"NB",14
"629","NB061",2010,1030081,10,46.124191,-64.967979,"NB",14
"630","NB068",2016,1051843,10,45.764889,-64.489998,"NB",14
"631","NB061",2012,1030081,10,46.124191,-64.967979,"NB",14
"632","NB054",2008,1030073,10,45.635021,-65.799431,"NB",14
"633","NB045",2003,1077267,10,47.516628,-65.723572,"NB",14
"634","NB046",2009,1030405,10,47.003391,-65.729599,"NB",14
"635","NB057",2001,1030089,10,45.534111,-65.517372,"NB",14
"636","NB068",2004,1074800,10,45.764889,-64.489998,"NB",14
"637","NB057",2003,1030089,9,45.534111,-65.517372,"NB",14
"638","NB062",2008,1030030,8,46.18676,-64.690002,"NB",14
"639","NB046",2007,1030405,10,47.003391,-65.729599,"NB",14
"640","NB046",2001,1074791,10,47.003391,-65.729599,"NB",14
"641","NB057",2010,1030089,10,45.534111,-65.517372,"NB",14
"642","NB047",2012,1030349,10,47.132881,-65.583382,"NB",14
"643","NB054",2004,1075212,10,45.635021,-65.799431,"NB",14
"644","NB062",2016,1030030,8,46.18676,-64.690002,"NB",14
"645","NB047",2001,1077265,10,47.132881,-65.583382,"NB",14
"646","NB058",2003,1030072,10,45.919319,-64.881371,"NB",14
"647","NB058",2002,1030072,10,45.919319,-64.881371,"NB",14
"648","NB055",2006,1051849,10,45.621666,-65.327972,"NB",14
"649","NB055",2004,1051849,10,45.621666,-65.327972,"NB",14
"650","NB069",2008,1013890,9,45.99474,-64.298698,"NB",14
"651","NB048",2013,1030092,10,46.678879,-65.726898,"NB",14
"652","NB048",2009,1030092,10,46.678879,-65.726898,"NB",14
"653","NB047",2004,1077265,10,47.132881,-65.583382,"NB",14
"654","NB048",2007,1030092,10,46.678879,-65.726898,"NB",14
"655","NB056",2001,1077272,10,45.268333,-65.73333,"NB",14
"656","NB059",2003,1075448,10,45.962311,-64.959999,"NB",14
"657","NB069",2011,1013890,10,45.99474,-64.298698,"NB",14
"658","NB069",2014,1013890,9,45.99474,-64.298698,"NB",14
"659","NB056",2013,1077272,10,45.268333,-65.73333,"NB",14
"660","NB048",2012,1030092,9,46.678879,-65.726898,"NB",14
"661","NB049",2015,1051839,10,46.811917,-65.583944,"NB",14
"662","NB056",2015,1077272,10,45.268333,-65.73333,"NB",14
"663","NB069",2006,1030237,10,45.99474,-64.298698,"NB",14
"664","NB063",2016,1074880,7,46.535622,-64.734291,"NB",14
"665","NB064",2006,1030092,10,46.53506,-65.12664,"NB",14
"666","NB056",2002,1077272,10,45.268333,-65.73333,"NB",14
"667","NB049",2006,1051839,10,46.811917,-65.583944,"NB",14
"668","NB061",2007,1030081,10,46.124191,-64.967979,"NB",14
"669","NB061",2003,1030081,10,46.124191,-64.967979,"NB",14
"670","NB061",2015,1030081,10,46.124191,-64.967979,"NB",14
"671","NB049",2007,1051839,10,46.811917,-65.583944,"NB",14
"672","NB049",2012,1051839,10,46.811917,-65.583944,"NB",14
"673","NB056",2009,1077272,10,45.268333,-65.73333,"NB",14
"674","NB049",2009,1051839,10,46.811917,-65.583944,"NB",14
"675","NB070",2007,1077262,10,46.170448,-64.42466,"NB",14
"676","NB061",2014,1030081,10,46.124191,-64.967979,"NB",14
"677","NB057",2015,1030089,10,45.534111,-65.517372,"NB",14
"678","NB057",2002,1030089,10,45.534111,-65.517372,"NB",14
"679","NB050",2009,1077275,10,46.49515,-65.79811,"NB",14
"680","NB065",2002,1074820,10,47.3385,-65.04225,"NB",14
"681","NB057",2011,1030089,10,45.534111,-65.517372,"NB",14
"682","NB062",2012,1030030,9,46.18676,-64.690002,"NB",14
"683","NB050",2012,1077275,10,46.49515,-65.79811,"NB",14
"684","NB065",2001,1074820,10,47.3385,-65.04225,"NB",14
"685","NB062",2001,1074794,9,46.18676,-64.690002,"NB",14
"686","NB051",2005,1030642,10,46.05829,-65.52256,"NB",14
"687","NB052",2015,1030084,10,45.643917,-65.220749,"NB",14
"688","NB071",2008,1051845,10,47.68819,-67.799957,"NB",14
"689","NB067",2003,1030405,10,47.56281,-65.01362,"NB",14
"690","NB063",2007,1030642,10,46.535622,-64.734291,"NB",14
"691","NB051",2010,1081637,10,46.05829,-65.52256,"NB",14
"692","NB058",2004,1030072,10,45.919319,-64.881371,"NB",14
"693","NB063",2003,1074784,10,46.535622,-64.734291,"NB",14
"694","NB052",2003,1030084,9,45.643917,-65.220749,"NB",14
"695","NB052",2012,1030084,10,45.643917,-65.220749,"NB",14
"696","NB071",2011,1051845,10,47.68819,-67.799957,"NB",14
"697","NB068",2014,1051843,10,45.764889,-64.489998,"NB",14
"698","NB072",2011,1030122,10,47.793999,-68.163551,"NB",14
"699","NB052",2014,1030084,10,45.643917,-65.220749,"NB",14
"700","NB052",2005,1030084,10,45.643917,-65.220749,"NB",14
"701","NB064",2011,1030092,10,46.53506,-65.12664,"NB",14
"702","NB072",2006,1030122,10,47.793999,-68.163551,"NB",14
"703","NB064",2013,1030092,9,46.53506,-65.12664,"NB",14
"704","NB052",2007,1030084,10,45.643917,-65.220749,"NB",14
"705","NB060",2009,1030404,9,46.246399,-64.928947,"NB",14
"706","NB053",2007,1030085,10,45.627781,-65.745689,"NB",14
"707","NB060",2002,1043895,10,46.246399,-64.928947,"NB",14
"708","NB073",2016,1030070,10,47.140171,-66.10675,"NB",14
"709","NB073",2002,1030070,10,47.140171,-66.10675,"NB",14
"710","NB061",2005,1030081,10,46.124191,-64.967979,"NB",14
"711","NB074",2012,1051846,9,45.37486,-66.71306,"NB",14
"712","NB075",2012,1030092,9,46.36808,-65.497643,"NB",14
"713","NB061",2008,1030081,10,46.124191,-64.967979,"NB",14
"714","NB061",2004,1030081,10,46.124191,-64.967979,"NB",14
"715","NB062",2009,1030030,7,46.18676,-64.690002,"NB",14
"716","NB062",2011,1030030,9,46.18676,-64.690002,"NB",14
"717","NB054",2011,1030073,10,45.635021,-65.799431,"NB",14
"718","NB053",2001,1030085,10,45.627781,-65.745689,"NB",14
"719","NB075",2002,1074824,10,46.36808,-65.497643,"NB",14
"720","NB053",2016,1030085,10,45.627781,-65.745689,"NB",14
"721","NB062",2013,1051842,7,46.18676,-64.690002,"NB",14
"722","NB054",2013,1030073,10,45.635021,-65.799431,"NB",14
"723","NB075",2016,1079011,8,46.36808,-65.497643,"NB",14
"724","NB053",2009,1030085,10,45.627781,-65.745689,"NB",14
"725","NB070",2015,1043244,10,46.170448,-64.42466,"NB",14
"726","NB063",2008,1030957,5,46.535622,-64.734291,"NB",14
"727","NB076",2001,1074781,10,46.018532,-65.710899,"NB",14
"728","NB053",2013,1030085,10,45.627781,-65.745689,"NB",14
"729","NB070",2003,1074818,10,46.170448,-64.42466,"NB",14
"730","NB070",2002,1074818,10,46.170448,-64.42466,"NB",14
"731","NB053",2010,1030085,10,45.627781,-65.745689,"NB",14
"732","NB070",2001,1074818,10,46.170448,-64.42466,"NB",14
"733","NB056",2004,1077272,10,45.268333,-65.73333,"NB",14
"734","NB056",2011,1077272,10,45.268333,-65.73333,"NB",14
"735","NB064",2003,1030092,10,46.53506,-65.12664,"NB",14
"736","NB078",2003,1074814,8,45.86451,-66.618958,"NB",14
"737","NB071",2012,1051845,10,47.68819,-67.799957,"NB",14
"738","NB078",2001,1074814,10,45.86451,-66.618958,"NB",14
"739","NB078",2005,1074867,10,45.86451,-66.618958,"NB",14
"740","NB054",2009,1030073,10,45.635021,-65.799431,"NB",14
"741","NB071",2001,1051845,10,47.68819,-67.799957,"NB",14
"742","NB064",2001,1074785,10,46.53506,-65.12664,"NB",14
"743","NB071",2003,1051845,9,47.68819,-67.799957,"NB",14
"744","NB054",2016,1030073,10,45.635021,-65.799431,"NB",14
"745","NB054",2001,1075212,10,45.635021,-65.799431,"NB",14
"746","NB072",2002,1030122,10,47.793999,-68.163551,"NB",14
"747","NB079",2003,1077254,10,46.315281,-67.599113,"NB",14
"748","NB058",2010,1030072,9,45.919319,-64.881371,"NB",14
"749","NB080",2015,1051847,10,45.77499,-66.089348,"NB",14
"750","NB072",2003,1030122,10,47.793999,-68.163551,"NB",14
"751","NB067",2004,1030405,10,47.56281,-65.01362,"NB",14
"752","NB072",2009,1030122,10,47.793999,-68.163551,"NB",14
"753","NB064",2004,1030092,10,46.53506,-65.12664,"NB",14
"754","NB067",2002,1074811,10,47.56281,-65.01362,"NB",14
"755","NB080",2008,1051847,10,45.77499,-66.089348,"NB",14
"756","NB068",2001,1074800,10,45.764889,-64.489998,"NB",14
"757","NB073",2007,1030070,10,47.140171,-66.10675,"NB",14
"758","NB064",2005,1030092,10,46.53506,-65.12664,"NB",14
"759","NB056",2003,1077272,10,45.268333,-65.73333,"NB",14
"760","NB056",2008,1077272,10,45.268333,-65.73333,"NB",14
"761","NB057",2006,1030089,10,45.534111,-65.517372,"NB",14
"762","NB064",2002,1075448,10,46.53506,-65.12664,"NB",14
"763","NB065",2010,1030030,10,47.3385,-65.04225,"NB",14
"764","NB057",2005,1030089,10,45.534111,-65.517372,"NB",14
"765","NB081",2003,1077270,9,45.788891,-65.496498,"NB",14
"766","NB069",2012,1013890,10,45.99474,-64.298698,"NB",14
"767","NB073",2001,1030070,10,47.140171,-66.10675,"NB",14
"768","NB075",2011,1030092,10,46.36808,-65.497643,"NB",14
"769","NB066",2002,1074844,7,47.44978,-65.014313,"NB",14
"770","NB059",2011,1030137,10,45.962311,-64.959999,"NB",14
"771","NB059",2006,1077267,10,45.962311,-64.959999,"NB",14
"772","NB069",2002,1013890,10,45.99474,-64.298698,"NB",14
"773","NB058",2001,1030072,10,45.919319,-64.881371,"NB",14
"774","NB083",2001,1074822,10,47.32552,-67.696198,"NB",14
"775","NB069",2016,1013890,10,45.99474,-64.298698,"NB",14
"776","NB069",2007,1013890,10,45.99474,-64.298698,"NB",14
"777","NB059",2009,1030137,10,45.962311,-64.959999,"NB",14
"778","NB084",2002,1077274,10,46.642231,-64.957657,"NB",14
"779","NB069",2010,1013890,9,45.99474,-64.298698,"NB",14
"780","NB076",2013,1044071,10,46.018532,-65.710899,"NB",14
"781","NB084",2006,1077274,10,46.642231,-64.957657,"NB",14
"782","NB084",2005,1077274,8,46.642231,-64.957657,"NB",14
"783","NB071",2015,1051845,10,47.68819,-67.799957,"NB",14
"784","NB059",2005,1077267,10,45.962311,-64.959999,"NB",14
"785","NB060",2004,1030404,10,46.246399,-64.928947,"NB",14
"786","NB085",2009,1077263,10,47.677151,-65.395126,"NB",14
"787","NB071",2005,1051845,10,47.68819,-67.799957,"NB",14
"788","NB070",2005,1074818,10,46.170448,-64.42466,"NB",14
"789","NB060",2007,1030404,10,46.246399,-64.928947,"NB",14
"790","NB070",2004,1074818,10,46.170448,-64.42466,"NB",14
"791","NB062",2015,1030030,9,46.18676,-64.690002,"NB",14
"792","NB079",2014,1051810,10,46.315281,-67.599113,"NB",14
"793","NB061",2006,1030081,10,46.124191,-64.967979,"NB",14
"794","NB062",2006,1077273,6,46.18676,-64.690002,"NB",14
"795","NB070",2008,1077262,9,46.170448,-64.42466,"NB",14
"796","NB072",2007,1030122,10,47.793999,-68.163551,"NB",14
"797","NB085",2006,1077263,10,47.677151,-65.395126,"NB",14
"798","NB085",2007,1077263,10,47.677151,-65.395126,"NB",14
"799","NB061",2001,1030081,9,46.124191,-64.967979,"NB",14
"800","NB062",2005,1077273,8,46.18676,-64.690002,"NB",14
"801","NB062",2004,1077273,9,46.18676,-64.690002,"NB",14
"802","NB080",2012,1051847,10,45.77499,-66.089348,"NB",14
"803","NB071",2009,1051845,10,47.68819,-67.799957,"NB",14
"804","NB080",2004,1051847,10,45.77499,-66.089348,"NB",14
"805","NB086",2011,1074868,10,47.71151,-64.852783,"NB",14
"806","NB086",2008,1077256,10,47.71151,-64.852783,"NB",14
"807","NB080",2001,1051847,10,45.77499,-66.089348,"NB",14
"808","NB086",2006,1077257,10,47.71151,-64.852783,"NB",14
"809","NB072",2005,1030122,10,47.793999,-68.163551,"NB",14
"810","NB072",2004,1030122,10,47.793999,-68.163551,"NB",14
"811","NB064",2009,1030092,8,46.53506,-65.12664,"NB",14
"812","NB072",2001,1074823,10,47.793999,-68.163551,"NB",14
"813","NB073",2014,1030070,10,47.140171,-66.10675,"NB",14
"814","NB086",2002,1077257,10,47.71151,-64.852783,"NB",14
"815","NB073",2010,1030070,10,47.140171,-66.10675,"NB",14
"816","NB063",2015,1030030,10,46.535622,-64.734291,"NB",14
"817","NB073",2005,1030070,9,47.140171,-66.10675,"NB",14
"818","NB073",2011,1030070,10,47.140171,-66.10675,"NB",14
"819","NB065",2003,1074820,10,47.3385,-65.04225,"NB",14
"820","NB063",2001,1074784,10,46.535622,-64.734291,"NB",14
"821","NB066",2001,1074821,9,47.44978,-65.014313,"NB",14
"822","NB063",2002,1074784,10,46.535622,-64.734291,"NB",14
"823","NB068",2005,1030030,10,45.764889,-64.489998,"NB",14
"824","NB083",2014,1030122,10,47.32552,-67.696198,"NB",14
"825","NB074",2013,1051846,10,45.37486,-66.71306,"NB",14
"826","NB068",2007,1051843,10,45.764889,-64.489998,"NB",14
"827","NB083",2011,1030122,10,47.32552,-67.696198,"NB",14
"828","NB074",2010,1051846,10,45.37486,-66.71306,"NB",14
"829","NB089",2001,1074802,10,45.750259,-66.407677,"NB",14
"830","NB068",2015,1051843,10,45.764889,-64.489998,"NB",14
"831","NB075",2009,1030092,10,46.36808,-65.497643,"NB",14
"832","NB064",2007,1030092,10,46.53506,-65.12664,"NB",14
"833","NB064",2008,1030092,10,46.53506,-65.12664,"NB",14
"834","NB075",2008,1030092,10,46.36808,-65.497643,"NB",14
"835","NB069",2005,1013890,10,45.99474,-64.298698,"NB",14
"836","NB069",2004,1013890,10,45.99474,-64.298698,"NB",14
"837","NB091",2002,1074871,9,45.5615,-65.00483,"NB",14
"838","NB075",2005,1074833,10,46.36808,-65.497643,"NB",14
"839","NB091",2003,1077308,9,45.5615,-65.00483,"NB",14
"840","NB069",2003,1013890,9,45.99474,-64.298698,"NB",14
"841","NB075",2015,1079011,10,46.36808,-65.497643,"NB",14
"842","NB084",2001,1077274,10,46.642231,-64.957657,"NB",14
"843","NB091",2004,1077308,10,45.5615,-65.00483,"NB",14
