SpeciesCode,,id,alph,alph_ll,alph_ul,alph_iw,tau,tau_ll,tau_ul,tau_iw,tau_sig,prov,grid_id,number_routes
BARR,42,42,0.481639228,0.253534443,0.896682054,0.643147611,3.256047035,-1.074044549,8.359822379,9.433866928,0,NB,79,2
BARR,43,43,0.575231622,0.27852866,1.157283203,0.878754543,3.660193837,-0.703175821,8.904831955,9.608007776,0,NB,85,1
BARR,44,44,0.593898528,0.302138359,1.154572359,0.852434,3.364837688,-0.957785324,8.515326339,9.473111663,0,NB,87,1
BARR,45,45,0.67041747,0.312754431,1.436139644,1.123385213,3.023803079,-1.466145894,8.133103479,9.599249372,0,NB,88,1
BARR,46,46,0.509069685,0.160885278,1.540481543,1.379596265,4.2413049,-2.383971751,12.24806817,14.63203992,0,NB,89,1
BARR,47,47,0.584593265,0.280098779,1.210717569,0.93061879,4.067531311,-0.737094726,9.756112549,10.49320728,0,NB,96,1
BARR,48,48,0.532876752,0.248139117,1.10086256,0.852723443,3.915373113,-0.493128658,9.236479845,9.729608503,0,NB,97,1
BARR,49,49,0.595541769,0.306372455,1.141629311,0.835256856,3.664372291,-0.440780757,8.536201601,8.976982358,0,NB,98,2
BARR,50,50,0.728383655,0.32415367,1.648402212,1.324248542,0.418322829,-5.059957489,5.374661114,10.4346186,0,NB,100,1
BARR,51,51,0.595448945,0.322368691,1.088257999,0.765889308,2.610037134,-1.441480901,7.052014696,8.493495598,0,NB,101,3
BARR,52,52,0.78671934,0.44600718,1.396703274,0.950696094,2.433912883,-1.744061563,6.811944261,8.556005824,0,NB,102,2
BARR,53,53,0.607558081,0.300692527,1.201684433,0.900991906,2.552923602,-1.87939666,7.383625103,9.263021764,0,NB,103,1
BARR,54,54,0.816086437,0.440689741,1.527917912,1.08722817,2.207573896,-2.041908076,6.646595144,8.688503219,0,NS,114,1
BARR,55,55,0.658357397,0.226880456,1.880255927,1.65337547,-1.035358877,-7.912656195,5.588471944,13.50112814,0,NS,115,1
BARR,56,56,0.698482874,0.340899702,1.427793217,1.086893514,2.962685883,-1.877537193,8.365557473,10.24309467,0,NS,130,1
BARR,57,57,0.618050506,0.412063804,0.925873086,0.513809283,3.108792595,-0.343399045,6.948242577,7.291641622,0,NS,131,12
BARR,58,58,0.660326734,0.397527352,1.095764954,0.698237602,3.024588375,-1.160648583,7.716529349,8.877177932,0,NS,133,8
BARR,59,59,0.533831897,0.294531289,0.941633258,0.647101969,3.446576572,-0.632342966,8.501510982,9.133853947,0,NS,134,3
BARR,60,60,0.675628019,0.401329565,1.125035471,0.723705905,2.396846376,-1.544691184,6.711869874,8.256561058,0,NS,137,6
BARR,61,61,0.411726623,0.225579218,0.724333585,0.498754367,3.952961406,-0.071372622,9.224974828,9.29634745,0,NS,138,6
BARR,62,62,0.585922925,0.300724464,1.09555455,0.794830087,2.90122551,-1.290053711,7.952837989,9.242891701,0,NS,139,1
BARR,63,63,0.660450749,0.339167515,1.245599312,0.906431797,2.821717263,-1.420633855,7.871543552,9.292177407,0,NS,143,2
BARR,64,64,0.71622253,0.282524403,1.768079921,1.485555518,1.705216603,-3.726822187,7.560774297,11.28759648,0,NS,165,1
BARR,65,65,1.076067546,0.528447409,2.285312075,1.756864666,1.076955268,-3.870140498,5.953624696,9.823765195,0,NS,166,1
BARR,66,66,1.476139469,0.813651412,2.75489403,1.941242618,0.045328036,-4.563551132,4.103011783,8.666562915,0,NS,173,1
BARR,67,67,1.783620057,0.932641923,3.442931301,2.510289378,1.935606116,-3.192258543,7.35673843,10.54899697,0,NS,175,1
BARR,68,68,1.83683661,1.09168549,3.115134244,2.023448754,-0.165736181,-4.384952531,3.594789171,7.979741702,0,NS,176,2
BARR,69,69,1.749081924,0.959910191,3.255682261,2.29577207,1.143831917,-3.299893267,5.444467286,8.744360553,0,NS,177,1
BARR,70,70,1.199015459,0.671652677,2.154495541,1.482842864,0.643252577,-3.599562759,4.669892016,8.269454775,0,NS,178,2
BARR,71,71,1.441872286,0.793035567,2.663868883,1.870833316,1.089135562,-3.229679668,5.326497747,8.556177416,0,NS,182,1
BARR,72,72,1.092158859,0.617508959,1.924376957,1.306867998,-0.943620195,-5.601391639,3.329997967,8.931389606,0,NS,185,2
BARR,73,73,0.947007547,0.365672945,2.421420336,2.055747391,1.10982509,-6.004374539,8.571268332,14.57564287,0,NS,186,1
BARR,74,74,0.78932809,0.436903013,1.402122434,0.965219421,0.341927911,-3.91725802,4.512292778,8.429550798,0,NS,190,2
BARR,75,75,1.667053119,0.963958655,2.88944174,1.925483085,2.110097708,-2.396405065,7.031108333,9.427513399,0,NS,191,2
BARR,76,76,1.553960983,0.827649034,2.98386339,2.156214356,-1.675937333,-6.683552506,2.515769763,9.199322269,0,NS,192,1
BARR,77,77,0.92832912,0.501813721,1.679296857,1.177483136,-0.146325892,-4.499740116,3.895834874,8.39557499,0,NS,193,2
BARR,78,78,1.538653196,0.808409394,2.943066882,2.134657489,1.954480347,-2.352308355,6.733097985,9.08540634,0,NS,195,1
BARR,79,79,1.318527626,0.75252598,2.302528922,1.550002942,0.516786119,-3.503872579,4.476161349,7.980033928,0,NS,202,2
BARR,80,80,2.38799912,1.266820125,4.640710521,3.373890396,-0.196920599,-4.807844931,3.918056347,8.725901278,0,NS,203,1
BARR,81,81,1.356207277,0.520195332,3.516232495,2.996037163,0.696431291,-7.389869919,9.158059937,16.54792986,0,NS,204,1
BARR,82,82,1.276664304,0.712423513,2.285629555,1.573206042,0.457716153,-4.516337289,5.647394954,10.16373224,0,NS,205,2
BARR,83,83,1.095286723,0.377343646,3.139631395,2.762287749,1.867435697,-4.559815152,8.897700147,13.4575153,0,NS,208,1
BARR,84,84,0.969797999,0.529335149,1.762187109,1.23285196,0.176707263,-4.28009494,4.664735488,8.944830428,0,NS,209,3
BARR,85,85,1.18354888,0.622684806,2.241083153,1.618398346,2.352792816,-2.297576111,7.5223739,9.819950011,0,NS,210,3
BARR,86,86,1.048610185,0.551118842,1.989511687,1.438392845,-0.126643932,-4.678321607,4.254591591,8.932913197,0,NS,211,1
BARR,87,87,1.003348801,0.46022899,2.102167307,1.641938317,2.329493268,-2.475089305,7.919988118,10.39507742,0,NS,212,1
BARR,88,88,0.968443071,0.459814289,2.002305829,1.54249154,0.695233106,-3.8846176,5.485738631,9.370356231,0,NS,215,1
BARR,89,89,1.239903828,0.581892315,2.655845591,2.073953276,0.065781196,-4.859527286,4.807337846,9.666865132,0,NS,219,1
BARR,90,90,1.824897008,0.88845797,3.86662008,2.978162109,0.280568608,-4.696369537,4.905240722,9.601610259,0,PE,220,1
BARR,91,91,2.269480753,1.135971153,4.682419599,3.546448445,-0.715635094,-5.778755265,3.702379887,9.481135152,0,PE,221,1
BARR,92,92,2.158342241,1.122790259,4.226238067,3.103447808,-2.320388943,-7.410759157,2.035154219,9.445913376,0,PE,222,1
BARR,93,93,1.040827259,0.444915613,2.418734078,1.973818465,-0.709194562,-7.11888262,5.578450821,12.69733344,0,PE,223,1
BARR,94,94,1.250066879,0.644966716,2.438785348,1.793818633,-0.629007734,-6.032724292,4.573934508,10.6066588,0,PE,224,1
BARR,95,95,0.997113517,0.500344603,1.970942306,1.470597703,-0.75480043,-5.851885357,4.010996809,9.862882166,0,PE,230,1
BARR,96,96,0.984237855,0.473347826,2.029595125,1.556247299,0.697170934,-4.300384526,6.05066138,10.35104591,0,PE,234,1
BARR,97,97,1.311994161,0.769116272,2.227485088,1.458368815,1.77350847,-2.424641055,6.196468649,8.621109704,0,PE,235,4
BARR,98,98,1.065682165,0.562728437,2.012525634,1.449797196,1.112955502,-3.41849731,6.080920467,9.499417778,0,PE,241,1
