SpeciesCode,,id,alph,alph_ll,alph_ul,alph_iw,tau,tau_ll,tau_ul,tau_iw,tau_sig,prov,grid_id,number_routes
GHOW,72,72,0.475916348,0.274848334,0.834549996,0.559701662,-1.820136009,-5.957776495,2.347468153,8.305244648,0,NS,164,1
GHOW,73,73,0.36779161,0.158628036,0.832812353,0.674184316,-1.004451969,-6.998343417,5.585742462,12.58408588,0,NS,165,1
GHOW,74,74,0.448783122,0.284214088,0.706461176,0.422247088,-1.550268374,-4.974240449,2.043566148,7.017806597,0,NS,173,1
GHOW,75,75,0.340343741,0.189819236,0.564469595,0.374650358,-0.054541172,-3.945223785,4.957080025,8.90230381,0,NS,175,1
GHOW,76,76,0.42119101,0.273422709,0.635524322,0.362101613,-1.302960017,-4.49066561,2.205772381,6.696437992,0,NS,176,2
GHOW,77,77,0.432889785,0.275333169,0.67682273,0.40148956,-1.135653456,-4.424434891,2.59507942,7.019514311,0,NS,177,1
GHOW,78,78,0.369331465,0.226018125,0.581079397,0.355061272,-0.355242856,-3.761335621,3.811543414,7.572879035,0,NS,178,2
GHOW,79,79,0.457679303,0.29723406,0.730771233,0.433537173,-1.37718734,-4.782490128,2.183564259,6.966054387,0,NS,182,1
GHOW,80,80,0.383171869,0.237329988,0.598770892,0.361440904,-0.495634975,-3.855118171,3.636836154,7.491954326,0,NS,185,1
GHOW,81,81,0.320061373,0.127078943,0.759969854,0.632890911,-1.232688625,-7.969219849,6.01207345,13.9812933,0,NS,186,1
GHOW,82,82,0.695130063,0.421500165,1.212778252,0.791278087,-3.004054613,-7.249438957,0.748231141,7.997670099,-3.004054613,NS,190,2
GHOW,83,83,0.342531155,0.179395043,0.633250873,0.45385583,-0.720577551,-5.739007975,4.925678416,10.66468639,0,NS,191,2
GHOW,84,84,0.537864808,0.333961143,0.895713089,0.561751946,-1.429532823,-5.159751204,2.634840654,7.794591858,0,NS,192,1
GHOW,85,85,0.408239414,0.237981792,0.698422846,0.460441054,-0.844535845,-5.039136581,3.894819448,8.933956028,0,NS,193,2
GHOW,86,86,0.46172431,0.283846419,0.740056578,0.456210159,-1.466740258,-4.967786148,2.293432998,7.261219146,0,NS,195,1
GHOW,87,87,0.413677724,0.240521882,0.702565348,0.462043466,-0.913118218,-4.864703718,3.618408295,8.483112013,0,NS,200,1
GHOW,88,88,0.520280491,0.3425592,0.824866713,0.482307513,-2.123920285,-5.58355019,1.114081404,6.697631594,0,NS,202,2
GHOW,89,89,0.53928446,0.346939281,0.906896055,0.559956774,-2.130204981,-5.783617555,1.22171028,7.005327835,0,NS,203,1
GHOW,90,90,0.447799824,0.282829096,0.725609914,0.442780818,-1.802010722,-5.597439707,1.845292708,7.442732415,0,NS,205,1
GHOW,91,91,0.446014237,0.271882559,0.749178086,0.477295528,-1.518010368,-5.24003939,2.261443064,7.501482454,0,NS,208,1
GHOW,92,92,0.451742434,0.293078951,0.704429927,0.411350975,-1.259672408,-4.554473622,2.311188045,6.865661667,0,NS,209,3
GHOW,93,93,0.62442125,0.371968715,1.087299703,0.715330988,-0.909409461,-4.775283249,3.468090182,8.243373431,0,NS,210,3
GHOW,94,94,0.640358879,0.38925621,1.120377525,0.731121315,-1.712693355,-5.577728326,2.227940601,7.805668927,0,NS,211,1
GHOW,95,95,0.509538474,0.304231404,0.850076016,0.545844612,-1.206150566,-4.931593554,3.043367282,7.974960836,0,NS,212,1
GHOW,96,96,0.512834181,0.310516958,0.867865056,0.557348098,-1.554119445,-5.263305851,2.347627021,7.610932872,0,NS,215,1
GHOW,97,97,0.530501592,0.29823985,1.034291735,0.736051885,-1.950988394,-6.74341401,2.675161256,9.418575265,0,PE,220,1
GHOW,98,98,0.539826477,0.336393831,0.920743209,0.584349378,-2.128018804,-5.995650263,1.482757783,7.478408046,0,PE,221,1
GHOW,99,99,0.636071334,0.375971011,1.208504117,0.832533106,-2.716010048,-7.101356782,1.092034402,8.193391183,0,PE,222,1
GHOW,100,100,0.444033704,0.263991605,0.748961345,0.48496974,-1.596115908,-5.609136955,2.516541632,8.125678588,0,PE,223,1
GHOW,101,101,0.462700368,0.283869883,0.753636173,0.46976629,-1.698604772,-5.490830673,2.147836955,7.638667628,0,PE,224,1
GHOW,102,102,0.454545094,0.27691345,0.755571867,0.478658417,-2.124499743,-6.193412599,1.620570971,7.81398357,0,PE,230,1
GHOW,103,103,0.495047205,0.305290321,0.843039936,0.537749615,-1.858641299,-5.843898485,2.011140739,7.855039223,0,PE,234,1
GHOW,104,104,0.60000158,0.359477211,1.021475483,0.661998272,-1.319141358,-5.455812942,3.070461143,8.526274085,0,PE,235,4
GHOW,105,105,0.600654125,0.35451136,1.056069531,0.701558171,-1.504754551,-5.592632401,2.753138227,8.345770628,0,PE,241,1
