"","grid_id","number_routes"
"1",3,1
"2",4,4
"3",6,2
"4",7,1
"5",11,3
"6",12,1
"7",108,1
"8",123,1
"9",124,1
"10",126,1
"11",131,1
"12",132,2
"13",135,1
"14",138,1
"15",139,1
"16",141,1
"17",146,2
"18",149,1
"19",151,1
"20",153,1
"21",156,1
"22",157,1
"23",158,1
"24",159,1
"25",168,1
"26",174,2
"27",176,1
"28",182,1
"29",195,2
"30",196,1
