SpeciesCode,,id,alph,alph_ll,alph_ul,alph_iw,tau,tau_ll,tau_ul,tau_iw,tau_sig,prov,grid_id,number_routes
NSWO,19,19,0.612433635,0.392854334,0.895149835,0.502295502,-0.27816782,-3.756264554,3.593559068,7.349823623,0,NB,33,1
NSWO,20,20,0.621029143,0.38036322,0.958803968,0.578440748,-0.109065926,-3.954566817,4.088351975,8.042918793,0,NB,34,2
NSWO,21,21,0.645120211,0.441879492,0.923412246,0.481532754,-0.521843551,-3.659109364,2.675376267,6.334485632,0,NB,35,5
NSWO,22,22,0.587454691,0.347166634,0.907448567,0.560281934,0.362557095,-3.626038823,5.255029474,8.881068297,0,NB,36,2
NSWO,23,23,0.665329975,0.46118358,0.968237115,0.507053534,-0.462944101,-3.723774004,2.88931524,6.613089244,0,NB,38,1
NSWO,24,24,0.615769776,0.419013147,0.857892478,0.438879331,0.278924742,-2.677002828,3.809981441,6.486984268,0,NB,39,3
NSWO,25,25,0.640970001,0.423808798,0.948812936,0.525004137,-0.431318671,-3.832570312,3.239270693,7.071841005,0,NB,43,2
NSWO,26,26,0.600865637,0.391697245,0.850565869,0.458868624,-0.110153047,-3.217035419,3.459938279,6.676973698,0,NB,44,2
NSWO,27,27,0.648549073,0.440343159,0.948353017,0.508009858,-0.454626301,-3.850795911,3.095471802,6.946267713,0,NB,45,1
NSWO,28,28,0.601552209,0.36869467,0.919703754,0.551009083,0.410193887,-3.609192088,5.060201162,8.669393249,0,NB,46,3
NSWO,29,29,0.586119471,0.357019499,0.859681998,0.502662499,0.88370126,-2.596129116,5.475169728,8.071298844,0,NB,49,1
NSWO,30,30,0.61963045,0.396535907,0.896593404,0.500057497,0.107367747,-3.171073653,3.951127435,7.122201088,0,NB,50,1
NSWO,31,31,0.628569937,0.415537459,0.895885616,0.480348157,0.145016741,-3.032728753,3.960633818,6.993362571,0,NB,51,1
NSWO,32,32,0.698818966,0.448789028,1.148926681,0.700137653,-1.409861647,-5.424179079,2.273271645,7.697450724,0,NB,53,2
NSWO,33,33,0.641327895,0.421715648,0.93496641,0.513250762,-0.058323245,-3.297953237,3.694614861,6.992568099,0,NB,54,1
NSWO,34,34,0.64552138,0.458794084,0.892764688,0.433970604,-0.219001661,-3.212386646,3.100913752,6.313300398,0,NB,56,7
