abund,year,grid_id
1.79688470903938,2001,3
1.83953810102062,2002,3
1.88926000941896,2003,3
1.99975499854928,2004,3
2.02281936087625,2005,3
2.0861895487859,2006,3
2.15153748236313,2007,3
2.23273620999135,2008,3
2.38874891095814,2010,3
2.47775531833058,2011,3
2.55839750589261,2013,3
2.65437579282672,2014,3
2.81589252824094,2015,3
2.91889891256093,2016,3
2.97659390162132,2017,3
3.09711878278948,2018,3
abund,year,grid_id
1.26838682403342,2001,4
1.30664491355609,2002,4
1.37623756153304,2003,4
1.40669160610948,2004,4
1.4635862678343,2005,4
1.45374995427388,2006,4
1.63366342155843,2007,4
1.75386132141141,2008,4
1.84682133419053,2009,4
1.79644704906662,2010,4
1.86522533609551,2011,4
1.93723001995715,2012,4
1.96162723346193,2013,4
2.07169365982728,2014,4
2.11441397067171,2015,4
2.25575030576895,2016,4
2.40564956216805,2017,4
2.41199457943498,2018,4
2.61788300916368,2019,4
abund,year,grid_id
1.29215682598206,2001,6
1.37151547482081,2002,6
1.44414555271839,2003,6
1.47643334400091,2004,6
1.59245832736951,2005,6
1.63487690798099,2006,6
1.70964166797891,2007,6
1.88046668031268,2008,6
1.82900643340667,2009,6
1.95910937243741,2010,6
2.02588684030256,2011,6
2.15112832953351,2012,6
2.32848629601546,2013,6
2.37446206533381,2014,6
2.42774100651363,2015,6
2.55338100754311,2016,6
2.6408729531465,2017,6
2.76016224895949,2018,6
2.85724371966228,2019,6
abund,year,grid_id
0.790894535968691,2001,7
0.851458731946457,2002,7
0.912776113592847,2003,7
1.05447494216129,2005,7
1.12973282548142,2006,7
1.21600692760005,2007,7
1.3219730866659,2008,7
1.40300440294279,2009,7
1.48224825577946,2010,7
1.62776657805287,2011,7
1.68878097406778,2012,7
1.89275194346338,2013,7
1.97221636874851,2014,7
2.09728114200076,2015,7
2.28194382146882,2016,7
2.43358787771418,2017,7
2.5614311908359,2018,7
2.82171798521562,2019,7
abund,year,grid_id
4.06020309427934,2001,10
3.73579728328683,2002,10
3.6882936834067,2003,10
3.73558075184231,2004,10
3.55466084650534,2005,10
3.61728678997644,2006,10
3.53922187368646,2007,10
3.41490163909451,2008,10
3.36879920172822,2009,10
3.32787250689061,2010,10
3.33929056701756,2011,10
3.24395605520204,2012,10
3.18774596640742,2013,10
3.21783829694277,2014,10
3.13049910207804,2015,10
3.09176200298997,2016,10
3.02023954332716,2017,10
2.97059292791014,2018,10
2.87034107286599,2019,10
abund,year,grid_id
0.209949894149247,2001,11
0.239668250050506,2002,11
0.275332582775503,2003,11
0.316604211839154,2004,11
0.363995164943416,2005,11
0.417539385331992,2006,11
0.485672290736601,2007,11
0.55821840008545,2008,11
0.635645000079314,2009,11
0.738637751121334,2010,11
0.845376218410714,2011,11
0.964604342134219,2012,11
1.16741370810025,2013,11
1.31440499271586,2014,11
1.4680515903041,2015,11
1.69658355075948,2016,11
1.99826381923938,2017,11
2.23571088512599,2018,11
2.64116615254768,2019,11
abund,year,grid_id
1.54271780693544,2001,12
1.61621072887039,2002,12
1.66672941152895,2003,12
1.73240755631909,2004,12
1.95729571046729,2006,12
1.95097004691394,2007,12
2.07751791783466,2008,12
2.12483284864928,2009,12
2.18150166073669,2010,12
2.30852204602145,2011,12
2.39934192526575,2012,12
2.48410619545941,2013,12
2.57055687457759,2014,12
2.69123493155803,2015,12
2.77709615252393,2016,12
2.92808621660532,2017,12
3.00542772164037,2018,12
abund,year,grid_id
0.246587408667931,2001,16
0.280455238715929,2002,16
0.362967897494285,2004,16
0.41249493704906,2005,16
0.469054848996402,2006,16
0.538151491971261,2007,16
0.611761640327134,2008,16
0.689407773666696,2009,16
0.810420000114924,2010,16
1.01400416352021,2012,16
1.18077235735429,2013,16
1.32215170065941,2014,16
1.69866394058,2016,16
2.2074838998546,2018,16
2.52570790264006,2019,16
abund,year,grid_id
2.45128344332931,2009,37
2.44597939983335,2010,37
abund,year,grid_id
0.903281709107275,2002,38
0.958062469728865,2003,38
1.25840091504074,2007,38
1.5436771223108,2010,38
2.53936968630575,2017,38
abund,year,grid_id
3.66203043481131,2018,39
3.49881710804094,2019,39
abund,year,grid_id
4.72846834747803,2002,46
4.71809713691342,2003,46
4.68891415981282,2004,46
4.45324876126126,2008,46
4.13471527457261,2009,46
4.11620899478244,2010,46
4.04247455610326,2011,46
3.9333962560434,2012,46
3.60282098386362,2016,46
3.76013432359804,2017,46
3.55814132194285,2018,46
3.5084785862424,2019,46
abund,year,grid_id
2.63011535361871,2002,48
2.75841196278721,2005,48
2.81599802365659,2006,48
2.81681695210353,2007,48
2.89445336569853,2008,48
2.9457148254841,2009,48
2.95146002916834,2010,48
3.07290451734477,2011,48
3.04528838542904,2012,48
3.09902429734787,2013,48
3.16518446338917,2014,48
3.1372032791163,2015,48
3.20480656636369,2016,48
3.26974832316258,2017,48
3.35689707592255,2018,48
3.37480179432403,2019,48
abund,year,grid_id
6.00336264354688,2002,49
5.92549776472182,2003,49
5.6696310235137,2004,49
5.5434916409293,2005,49
5.4054640181392,2006,49
5.26794080682207,2007,49
5.31236002911169,2008,49
5.0112889605242,2009,49
5.08739071569053,2010,49
4.76303696594349,2011,49
4.72256515099725,2012,49
4.64929040466349,2013,49
4.51457735501328,2014,49
4.33114082201239,2015,49
4.3510395122123,2016,49
4.15884147790986,2017,49
4.1826738917708,2018,49
4.00406125451843,2019,49
abund,year,grid_id
3.55624821261089,2002,50
3.56812649481127,2003,50
3.57393643559621,2005,50
3.69358524786017,2006,50
3.7587288167816,2007,50
3.77105582419016,2008,50
