SpeciesCode,,id,alph,alph_ll,alph_ul,alph_iw,tau,tau_ll,tau_ul,tau_iw,tau_sig,prov,grid_id,number_routes
BARR,42,42,1.48099933,0.780862834,2.781123045,2.000260211,1.06474137,-3.166526206,5.590327558,8.756853764,0,NB,63,2
BARR,43,43,2.14015643,1.128936664,4.16590777,3.036971106,1.390865919,-2.969179787,5.860660421,8.829840208,0,NB,66,1
BARR,44,44,1.594317907,0.804622134,3.128899496,2.324277362,1.722905023,-2.617973449,6.604443842,9.222417291,0,NB,68,1
BARR,45,45,2.078844065,1.084858957,4.094271569,3.009412612,0.437881115,-4.094814784,4.83282348,8.927638265,0,NB,69,1
BARR,46,46,2.50062745,1.273359339,4.936532678,3.663173339,1.033075678,-3.161073559,5.341696454,8.502770013,0,NB,70,3
BARR,47,47,2.275436307,1.136172892,4.624465003,3.488292112,2.067907396,-2.215674361,6.662037128,8.877711489,0,NB,71,2
BARR,48,48,1.610482259,0.875036392,2.885120655,2.010084263,3.67065468,-0.696751547,9.068862268,9.765613815,0,NB,72,2
BARR,49,49,1.798493008,0.985903386,3.246970709,2.261067323,2.483650093,-1.165456709,6.478931837,7.644388547,0,NB,75,2
BARR,50,50,1.120431741,0.557550848,2.211394638,1.65384379,1.075443647,-3.343256381,5.726727579,9.06998396,0,NB,77,2
BARR,51,51,1.174799093,0.556321471,2.373513069,1.817191597,2.270907602,-2.313056849,7.756603431,10.06966028,0,NB,78,1
BARR,52,52,1.900091858,1.062545344,3.392326879,2.329781535,2.629153096,-1.071575063,6.801312311,7.872887374,0,NB,79,2
BARR,53,53,1.50605505,0.788654265,2.805557726,2.016903462,0.661183241,-3.276598861,4.634963591,7.911562451,0,NB,85,3
BARR,54,54,1.414466516,0.736965149,2.658914604,1.921949455,0.840111355,-3.483361231,5.326655859,8.810017091,0,NB,87,1
BARR,55,55,1.977609946,0.743227971,5.267829934,4.524601962,1.372353908,-4.713423369,8.051840735,12.7652641,0,NB,88,2
BARR,56,56,1.559625722,0.667272914,3.422216157,2.754943243,2.841890524,-2.213347347,8.790067305,11.00341465,0,NB,89,2
BARR,57,57,1.652261517,0.777970174,3.335042177,2.557072003,3.177847307,-1.260247812,8.563048729,9.823296541,0,NB,91,1
BARR,58,58,0.719512133,0.301101263,1.603174225,1.302072963,2.845373813,-2.505998115,9.200540253,11.70653837,0,NB,92,1
BARR,59,59,2.157994286,1.167515557,4.008724696,2.841209139,2.263226306,-1.969466306,7.01593722,8.985403525,0,NB,96,1
BARR,60,60,1.053433935,0.502326863,2.086852464,1.584525601,1.540904578,-2.975474735,6.556357462,9.531832197,0,NB,97,1
BARR,61,61,2.246783009,1.216524531,4.211788424,2.995263894,0.620834521,-3.166501347,4.377563985,7.544065331,0,NB,98,2
