SpeciesCode,,id,alph,alph_ll,alph_ul,alph_iw,tau,tau_ll,tau_ul,tau_iw,tau_sig,prov,grid_id,number_routes
GHOW,55,55,0.478545423,0.251741882,0.936025769,0.684283887,-3.309400364,-9.041847415,1.795229737,10.83707715,0,NS,190,2
GHOW,56,56,0.316263323,0.180417543,0.551259398,0.370841855,0.79783349,-3.457934148,5.497694679,8.955628827,0,NS,191,1
GHOW,57,57,0.357976513,0.221677612,0.60083341,0.379155798,0.592017474,-3.252817373,4.739843763,7.992661136,0,NS,192,1
GHOW,58,58,0.333388838,0.176456658,0.621594327,0.445137669,0.93111544,-3.779327528,6.411755778,10.19108331,0,NS,193,1
GHOW,59,59,0.333795288,0.202469945,0.547568287,0.345098343,0.420543647,-3.356888662,4.410314896,7.767203558,0,NS,195,1
GHOW,60,60,0.353460666,0.205348153,0.611761741,0.406413588,0.745827373,-3.333787323,5.411918592,8.745705915,0,NS,200,1
GHOW,61,61,0.370138516,0.236644843,0.594198016,0.357553173,-0.055116014,-3.805806134,3.585679042,7.391485176,0,NS,202,2
GHOW,62,62,0.405756451,0.251292135,0.697621957,0.446329822,-0.257697721,-4.36154104,3.546989873,7.908530913,0,NS,203,1
GHOW,63,63,0.394753549,0.244973032,0.666150237,0.421177205,-0.136803668,-4.198775143,3.737955184,7.936730327,0,NS,205,1
GHOW,64,64,0.362501934,0.212288548,0.63083395,0.418545402,0.21443358,-4.047174174,4.624920977,8.672095151,0,NS,209,3
GHOW,65,65,0.370986934,0.232996069,0.604543588,0.371547519,-0.326289262,-4.222352118,3.369117779,7.591469897,0,NS,210,3
GHOW,66,66,0.440749773,0.27441122,0.764002785,0.489591565,-0.691153965,-4.889024277,2.994359404,7.883383681,0,NS,211,1
GHOW,67,67,0.357378597,0.185133294,0.690742754,0.505609461,0.792658483,-4.061641294,6.424532507,10.4861738,0,NS,212,1
GHOW,68,68,0.413670446,0.249641909,0.73733424,0.487692332,-0.436762339,-4.573609028,3.365507618,7.939116645,0,NS,215,1
GHOW,69,69,0.457134586,0.266862352,0.871241227,0.604378875,-0.301412709,-4.911522784,3.987766844,8.899289628,0,PE,220,1
GHOW,70,70,0.454437323,0.27400349,0.828488009,0.554484519,-0.579060316,-4.904991929,3.291527335,8.196519264,0,PE,221,1
GHOW,71,71,0.583752408,0.338594431,1.113950916,0.775356485,-0.973692281,-5.585582254,2.918317658,8.503899912,0,PE,222,1
GHOW,72,72,0.340869197,0.178181055,0.641546444,0.463365389,-0.078926371,-4.996678021,4.879581192,9.876259212,0,PE,223,1
GHOW,73,73,0.270249539,0.101588921,0.666137295,0.564548374,0.522344678,-6.963000123,8.854497019,15.81749714,0,PE,224,1
GHOW,74,74,0.371102183,0.219171403,0.640683247,0.421511844,-0.594004902,-5.085160593,3.493491514,8.578652107,0,PE,230,1
GHOW,75,75,0.390644786,0.204447185,0.780462135,0.57601495,0.248427179,-4.916615771,5.720611658,10.63722743,0,PE,234,1
GHOW,76,76,0.388945985,0.24835362,0.622115324,0.373761704,-0.524694163,-4.36077745,3.118691746,7.479469196,0,PE,235,4
GHOW,77,77,0.385240365,0.229659912,0.663634768,0.433974856,0.095774289,-3.927204886,4.288149798,8.215354684,0,PE,241,1
